run_id,impl,benchmark_name,name,aggregate_name,run_type,repetitions,real_time,cpu_time,time_unit,threads,shards,keys,ops,write_percent,read_percent,skew_mode,reads,writes,baseline_ops_per_sec,dbwaller_ops_per_sec,cycles,instructions,source_file
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:16_cv,cv,aggregate,5,0.7234233417465137,0.2752964144139195,ns,,1,100000,1000000,0,0,0,0,0,0.4160989194171369,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:1_cv,cv,aggregate,5,1.2570578263221552,1.210175677256538,ns,,1,100000,1000000,0,0,0,0,0,0.4842556349716031,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:4_cv,cv,aggregate,5,0.5806089642538103,0.5680559976604451,ns,,1,100000,1000000,0,0,0,0,0,0.34530099913785706,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:8_cv,cv,aggregate,5,0.30443542555604325,0.16926365369009103,ns,,1,100000,1000000,0,0,0,0,0,0.2611400486585551,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:32_cv,cv,aggregate,5,0.4339175239863229,0.260416803835596,ns,,1,100000,1000000,0,0,0,0,0,0.5040005809141566,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:2_cv,cv,aggregate,5,0.6657560921372297,0.6048231841991966,ns,,1,100000,1000000,0,0,0,0,0,0.773563799478321,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:16_stddev,stddev,aggregate,5,14068736.626953041,35846528.50471121,ns,,1,100000,1000000,0,0,0,0,0,1735707.4040620464,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:1_stddev,stddev,aggregate,5,155672868.12537217,142289309.67503798,ns,,1,100000,1000000,0,0,0,0,0,7453123.04098696,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:4_stddev,stddev,aggregate,5,37966916.487645224,108696464.2487309,ns,,1,100000,1000000,0,0,0,0,0,1566077.2293082322,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:8_stddev,stddev,aggregate,5,11678124.856087314,34969379.9877771,ns,,1,100000,1000000,0,0,0,0,0,907733.3346687896,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:32_stddev,stddev,aggregate,5,5201633.322901832,19900342.513325788,ns,,1,100000,1000000,0,0,0,0,0,1590601.1505446148,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/0/iterations:1/repeats:5/manual_time/threads:2_stddev,stddev,aggregate,5,88543002.7522236,124059033.21483612,ns,,1,100000,1000000,0,0,0,0,0,4641228.238436445,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/1/iterations:1/repeats:5/manual_time/threads:1_cv,cv,aggregate,5,1.637654880490705,1.5691795638002835,ns,,1,100000,1000000,0,0,1,0,0,0.5138979428686506,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/1/iterations:1/repeats:5/manual_time/threads:16_cv,cv,aggregate,5,0.43273613998813926,0.30740488764657986,ns,,1,100000,1000000,0,0,1,0,0,0.3746218600336513,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/1/iterations:1/repeats:5/manual_time/threads:8_cv,cv,aggregate,5,0.5537428770982186,0.24362323164608232,ns,,1,100000,1000000,0,0,1,0,0,0.42616626482189185,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/1/iterations:1/repeats:5/manual_time/threads:4_cv,cv,aggregate,5,2.03383515238829,0.3768124676484197,ns,,1,100000,1000000,0,0,1,0,0,0.6710592749557551,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/1/iterations:1/repeats:5/manual_time/threads:32_cv,cv,aggregate,5,0.2786736177403596,0.04223366290902309,ns,,1,100000,1000000,0,0,1,0,0,0.20797939062435916,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4,baseline,BM_GlobalMutex_Mixed,BM_GlobalMutex_Mixed/1/100000/1000000/0/1/iterations:1/repeats:5/manual_time/threads:2_cv,cv,aggregate,5,0.4159100404154668,0.4319807353447039,ns,,1,100000,1000000,0,0,1,0,0,0.44848254123135434,,,,/Applications/dev/cplusplus/DBWaller/results/raw/run_20260318T072500Z_Ojongs-MacBook-Pro_a061c0e_trial4/baseline.json
